api_key,app_name,app_store_url,app_details,app_submission_created_at,integrations,integration_count
2643716,"Conversios ServerSide Tracking - Server-Side Tracking for GA4, Google Ads & Meta – No...",https://apps.shopify.com/conversios-server-side-tagging,"Enable server-side tracking for GA4, Google Ads, and Meta. Improve data accuracy, attribution, and event tracking without writing any code.",2025-04-21 23:58:33+00:00,"['Checkout - Customer Events', 'Google Analytics 4', 'Google Tag Manager', 'Google Cloud Platform', 'Google Ads', 'Meta (Facebook) Conversion Api']",6
3930575,ふりがな入力欄 ‑ チェックアウト,https://apps.shopify.com/tkllc-furigana-input,チェックアウトの配送先住所の入力に「ふりがな」の入力欄を追加します。入力された「ふりがな」は注文の「追加の詳細」欄でご確認いただけます。,2025-04-21 23:58:38+00:00,['Shopify Checkout'],1
7001208,Smoothify: Smooth scroll - Smoothly - The smoothest scroll on Shopify,https://apps.shopify.com/smoothify-smooth-scroll,"Enhance your Shopify store with Smoothify! Seamless smooth scrolling for a sleek, user-friendly shopping experience. Install now for instant site improvement!",2025-04-21 23:58:47+00:00,['Email Pop Ups'],1
3796201,Mediaclip Hub - Mediaclip Web2Print editor for POD Custom Products,https://apps.shopify.com/mediaclip-hub,"Embedded online solution for Shopify merchants to create, print and sell any type personalized product. Increase revenues and customer lifetime values.",2025-04-21 23:59:02+00:00,"['Eyeq Perfectly Clear', 'Google Photos', 'Picsart', 'Shopify Checkout', 'Facebook', 'Instagram', 'Order Fulfillment Workflows']",7
3638946,WhatsApp by Klinko - Easily integrate WhatsApp with your Shopify store.,https://apps.shopify.com/klinko,Enhance your sales with Smart Automated Messages via WhatsApp! Strengthen connections and improve conversions by sending key events from your e-commerce store.,2025-04-21 23:59:16+00:00,['WhatsApp'],1
7779906,Dext Commerce - QuickBooks or Xero Sync by Dext Commerce,https://apps.shopify.com/dext-greenback,Dext Commerce automates accounting for Shopify stores worldwide using Xero & QuickBooks. Leading e-commerce accounting firms trust us to automate manual work.,2025-04-21 23:59:24+00:00,"['Walmart Marketplace', 'Etsy', 'Ebay', 'Amazon Seller', 'PayPal', 'Stripe']",6
4440763,Syncjob - Syncjob – Multi-Channel Stock & Order Synchronization,https://apps.shopify.com/syncjob,"Syncjob syncs inventory & orders across Shopify, Amazon, Bol.com, Kaufland & more. Prevent overselling, automate stock updates & streamline order management.",2025-04-21 23:59:30+00:00,"['Bol.Com', 'Exactonline', 'Amazon', 'Kaufland', 'Magento', 'Mirakl']",6
7697134,Jump: Affiliate Storefronts  - Premium Affiliate Marketing Tools,https://apps.shopify.com/jump,"Imagine giving your affiliates the power to select which products, promo codes, and TikTok videos they want to showcase on their storefront. Now you can.",2025-04-21 23:59:39+00:00,"['Shopify Checkout', 'Sendlane', 'PayPal', 'Klaviyo']",4
4534333,Afluencer Influencer Collabs - Influencer Marketing for Shopify: Find Influencers Here,https://apps.shopify.com/afluencer,Easy influencer marketing for Shopify stores. Find influencers and creators to promote your products here.,2025-04-21 23:59:45+00:00,"['TikTok', 'Youtube', 'Twitter', 'Facebook', 'Instagram']",5
4306495,"SMARTT Shipping - Access Exclusive Discounts: Ship Smarter, Save More",https://apps.shopify.com/smarttshipping,"The single most important shipping asset for your business is SMARTT Shipping. Delivering unmatched efficiency, reliability, and cost-effectiveness...",2025-04-22 00:00:15+00:00,"['Fedex', 'Dhl', 'Canada Post', 'Loomis', '100+ Carriers', 'Ups']",6
6449521,Streamline - Reduce stockouts and excess inventory,https://apps.shopify.com/gmdh-streamline,"Get an unfair advantage in your decision-making with our integrated demand planning & forecasting solution. Collaborate, track performance, and for...",2025-04-22 00:00:22+00:00,"['Database', 'Built-In Erp Connectors', 'Custom Api', 'Spreadsheet']",4
4137784,Jebbit: Quizzes That Convert - Jebbit: Supercharge Your Shopify Store with Quizzes,https://apps.shopify.com/jebbit,"Unlock your store's full potential with Jebbit. Create beautiful, interactive experiences that captivate visitors, gather insights, and boost conversions.",2025-04-22 00:00:29+00:00,"['Google Tag Manager', 'Klaviyo', 'HubSpot', 'Facebook', 'Attentive', 'Yotpo']",6
2926114,Appointment Booking App ointo,https://apps.shopify.com/appointo-appointments-and-bookings,Appointment Booking app lets you take bookings and appointments directly from your Shopify website. Connect your calendar and setup your services in 2 minutes.,2025-04-22 00:00:38+00:00,"['Zoom', 'Appointment Booking', 'Shopify', 'Calendly', 'Shopify POS', 'Appointment', 'Shopify Checkout', 'Booking', 'Calendar']",9
7164296,"通途刊登 - 刊登,Listing,商品管理,产品管理,上架,修改数量",https://apps.shopify.com/tongtool_listing,"数据采集
支持60+平台站点采集，采集内容直接上架，省时省力省人工

产品资料中心
产品资料中心化管理，一键上架

迁移搬家
支持同平台、跨平台产品资料迁移搬家，助力买家快速开拓新站点、新店铺

自动防超卖
同产品多Listing共享库存，库存变动自动同步到线上Listing，防超卖不再是难事...",2025-04-22 00:00:51+00:00,"['Joom', 'Shopee', 'Aliexpress', 'Amazon', 'Ebay', 'Wish']",6
5565160,"Cálculo de Frete Inteligente - Cálculo de frete para Correios, CheckStore e Platinum Log",https://apps.shopify.com/smart-shipping-calculation,"Compatível com os plano Plus, Advanced ou Shopify no pagamento anual. Com o Cálculo de Frete da FullComm, sua loja não para de vender quando seu ga...",2025-04-22 00:00:58+00:00,"['Checkstore', 'Correios', 'Importação De Planilha', 'Platinum', 'Shopify Checkout']",5
3350434,TPM Weightify - Streamline product entry by weight for a seamless POS flow.,https://apps.shopify.com/tpm-weightify,"TPM Weightify is a Shopify app that simplifies the POS process for merchants selling products by weight, such as grocery stores and delis. It impro...",2025-04-22 00:01:04+00:00,['Shopify POS'],1
9956167,enventa DIAMOD Connector - Verbinden Sie das enventa DIAMOD ERP (ehemals Texdata),https://apps.shopify.com/enventa-fashion-diamod,Die App ermöglicht die vollständige Synchronisation Ihrer Unternehmensprozesse zwischen Ihrem Onlineshop und dem DIAMOD ERP. Zu den automatisiert ü ...,2025-04-22 00:01:10+00:00,['Enventa Diamod Erp'],1
1415644,autoWindex - AI-Powered SEO & Instant Search Engine Submissions,https://apps.shopify.com/autowindex,"AI-powered SEO automation for instant Google and Bing (IndexNow) submissions. Improve search visibility, speed up indexing, and keep your store content fresh",2025-04-22 00:01:28+00:00,"['Microsoft Bing', 'Indexnow', 'Chat Gpt', 'Openai', 'Yandex', 'Google']",6
2734327,SureCust ‑ Wishlist - SureCust - Wishlist app,https://apps.shopify.com/surecust-wishlist,"SureCust - Wishlist: The smoothest, fastest, and simplest wishlist app for effortless customer use.",2025-04-22 00:01:35+00:00,"['Shopify Checkout', 'Customer Accounts']",2
9174513,Tag Concierge GTM Tracking - Seamless ecommerce tracking tool.,https://apps.shopify.com/tag-concierge-gtm,This app pushes complete e-commerce events and data – GA4 eCommerce compatible – to Google Tag Manager Data Layer. Once this information is availab...,2025-04-22 00:01:42+00:00,['Shopify Checkout'],1
8816212,"Local Delivery Date by SpurIT - NearBuy: Local Delivery, Pickup, and Delivery Date App",https://apps.shopify.com/delivery-date-3,"Attract new customers by offering delivery & pickup on your store. The app allows you to specify unlimited locations, delivery areas, delivery fees & conditions",2025-04-22 00:01:50+00:00,['Customer Accounts'],1
4684020,Servv: Events Booking App - Servv AI - Events Bookings app for Shopify,https://apps.shopify.com/servv,"Servv AI is a Shopify Events Booking platform helps you increase sales by creating Online & InPerson Events,  Appointment Bookings, Webinars & Recordings.",2025-04-22 00:01:59+00:00,"['Zoom', 'Google Calendar']",2
9261221,Flash Cart‑ Drawer Cross‑sells - Flash Cart,https://apps.shopify.com/flash-cart,Extend the functionality of your cart with highly customizable components designed to boost conversions.,2025-04-22 00:02:07+00:00,"['Multi-Language', 'Multi-Currency', 'Popular Themes', 'Subscriptions', 'Weglot', 'Geolocation']",6
7307142,"King Checkout Validation - Block Unwanted Checkout based on address, cart and customer.",https://apps.shopify.com/king-checkout-validation,"Validates cart, address, customer info. Implements VAT, house number, apartment checks, length checks, smart matching. reduces returns. Defines shopping future.",2025-04-22 00:02:35+00:00,['Shopify Checkout'],1
2463932,"Assortion: Upsell & Bundles - Create product bundles, volume discount, and upsell offers",https://apps.shopify.com/assortion,"Assortion is a one-stop-shop for all your upsell and cross-sell needs. Instead of using 5 different apps with separate integration, analytics, lear...",2025-04-22 00:02:44+00:00,['Shopify Checkout'],1
7697883,Zapiet ‑ Pickup + Delivery - Zapiet - Local Pickup & Local Delivery for Shopify,https://apps.shopify.com/click-and-collect,"Optimize your Shopify store with our app for local pickup, store pickup, local delivery, and curbside pickup. Improve order management and customer satisfaction",2025-04-22 00:02:52+00:00,"['Customer Accounts', 'Recharge', 'Shopify POS', 'Zapier', 'Shopify Checkout', 'Roadie', 'Google Calendar', 'Shopify Flow', 'Exportify']",9
1530968,FormCRM: AI Form Builder & CRM - Create Forms in Seconds,https://apps.shopify.com/ai-form-builder-custom-forms,"Enhance your online store with our FormCRM: AI Form Builder & CRM! Design custom, theme-friendly forms for contact, feedback, surveys, and refunds.",2025-04-22 00:03:10+00:00,"['Mailchimp', 'Google Sheets', 'Google Recaptcha', 'Customer Creation', 'Sendgrid', 'Google Smtp']",6
4997358,Shopzon Bundle Quantity Breaks - Best Product Bundle App Shopify,https://apps.shopify.com/shopzon-product-bundles,Shopzon Product Bundles allows you to create bundles and volume discounts to enhance your average order value.,2025-04-22 00:03:34+00:00,['Shopify Checkout'],1
2883673,Commission Factory - Grow your sales with affiliates and influencers,https://apps.shopify.com/commission-factory,"Connect with bloggers, influencers, price comparison sites and many other digital partners who can promote your products to their engaged audiences...",2025-04-22 00:03:40+00:00,['Shopify Checkout'],1
6050145,Quick Upsell‑‑Mini Cart Drawer - Quick Upsell Mini Cart Drawer - InCart Widgets & Discounts,https://apps.shopify.com/quick-upsell,"Drag and drop customizable InCart page builder that fit your theme. Shopify, Custom discounts, Free gift, Free shipping with purchase cart upsells Quick Upsell.",2025-04-22 00:03:47+00:00,"['Loox', 'Ryviu', 'Rivyo', 'Hextom: Translate & Currency', 'Stamped.Io', 'Judge.me']",6
6272572,Sticky Cart: Slide Cart Drawer - BOOST SALES w a Slide Kart  & Upsell Side Cart...,https://apps.shopify.com/kaktus-in-cart,"With the shopping cart app, you can level up cart to a sticky cart Shopify instead of the default store cart. The cart drawer Shopify helps you to ...",2025-04-22 00:03:56+00:00,['Shopify Checkout'],1
5380900,"Fontify: Google & Custom Fonts - Change any Google fonts, Custom Fonts easily for your store",https://apps.shopify.com/fontify-change-customize-font-for-your-store,Fontify is a quick font changer app for Shopify stores. Apply any Google font & Custom fonts instantly for your webpages.,2025-04-22 00:04:14+00:00,"['Loox', 'Ryviu', 'Ecomposer', 'Layouthub', 'Yotpo', 'The4']",6
5428141,Diatome - secondhand branded resale solution,https://apps.shopify.com/diatome,Branded resale solution for forward-thinking brands,2025-04-22 00:04:21+00:00,"['Mondial Relay', 'Brevo']",2
3566494,CRO ‑ Insert Code - Insert Code - Add Custom Code to Header & Footer,https://apps.shopify.com/insert-header-footer-script,"Insert facebook pixels, search console code, google analytics code, Insert HTML, CSS, Liquid, JQuery, and Javascript with insert code header footer app.",2025-04-22 00:04:28+00:00,"['Insert Code', '<Head>', 'Google Tag Manager', 'Head', 'Header', 'Code']",6
7273073,"POWR: Link‑in‑Bio - POWR: Link-in-Bio, Linktree alternative for Shopify",https://apps.shopify.com/powr-link-in-bio,"Improve your eCommerce store with Linktree alternative, POWR: Link-in-Bio. The easy way to connect & share social channels with visitors. No coding required.",2025-04-22 00:04:37+00:00,"['TikTok', 'Youtube', 'WhatsApp', 'Twitter', 'Facebook', 'Instagram']",6
8665279,Mehrwegversand,https://apps.shopify.com/reusable-shipping-hey-circle,App für das hey circle Mehrweg-Versandsystem · Auswahl zwischen Einweg- und Mehrwegverpackungen im Checkout · Pfandabwicklung durch hey circle,2025-04-22 00:04:56+00:00,['Hey Circle Cloud'],1
9665086,EXPORT OrderPro: Order reports - Export Orders Report for shopify with automation,https://apps.shopify.com/export-orders,EXPORT OrderPro takes data from your store's daily sales and generates order reports easily customized to fit your business process. Choose from mo...,2025-04-22 00:05:03+00:00,"['Product Customizer', 'Ftp', 'E-Mail']",3
9544634,"Nordic Shipping Options - Offer pickup points from GLS, Bring, Postnord and dao",https://apps.shopify.com/nordic-shipping-options,Parcelshops and pickup points are the most popular shipping option in several countries - and now you can easily offer it to your customers.,2025-04-22 00:05:18+00:00,"['Postnord', 'Bring', 'Dao', 'Gls', 'Yourgls', 'Drop Shipping']",6
6931799,Crowdin - Automate translation & localization of all your content,https://apps.shopify.com/crowdin,"No need to upload translated files manually to Shopify. Automate updates of source content and translations to save your time with Crowdin.
Send co...",2025-04-22 00:05:27+00:00,"['Intercom', 'Mailchimp', 'Klaviyo', 'Github', 'Google Drive', 'Marketo']",6
3904910,Push Lap Growth ‑ Affiliate - Affiliate Tracking & Payouts for Shopify,https://apps.shopify.com/push-lap-growth,"Create an Affiliate Program for your Shopify store. Track referrals, manage commissions, and pay affiliates via PayPal, Wise, or bank transfers.",2025-04-22 00:05:46+00:00,"['Paddle', 'Mailerlite', 'Wise', 'Shopify Checkout', 'Chargebee', 'PayPal', 'Stripe']",7
2611904,SKU Manager,https://apps.shopify.com/sku-manager,"Automate SKU & Barcode creation, detect duplicates, and customize effortlessly. Easily undo any changes.",2025-04-22 00:05:51+00:00,[],0
5028002,Swipper product image carousel,https://apps.shopify.com/product-slider-carousel,"Revolutionize your online store with Swipper app! Explore 1:1 touch interaction, a diverse template collection, and seamless Shopify 2.0 integratio...",2025-04-22 00:05:57+00:00,"['Online Store 2.0', 'Product Carousel']",2
7860230,Mailjet Email by Combidesk - One Solution To Power Your Email,https://apps.shopify.com/mailjet-connector,"With Combidesk and this Mailjet integration, you'll no longer have to copy data from one system to the other. This means making fewer mistakes and ...",2025-04-22 00:06:13+00:00,"['Mailjet', 'Privy']",2
5638699,teelaunch: Print on Demand - Maximize Sales and Boost your Profits with Print on Demand,https://apps.shopify.com/teelaunch-1,"We handle every step: printing, packaging, and global shipping, freeing you to focus on creativity and business growth. Our commitment to quality s...",2025-04-22 00:06:19+00:00,"['Customily', 'Etsy']",2
1358649,"Invoice Falcon - Generate tax compliant PDF invoices, receipts, packing slips.",https://apps.shopify.com/invoice-falcon,"Easily print and send invoices from your Order Admin Dashboard. Keep a tab on your paid, unpaid, partially paid invoices. Manage invoices, billing ...",2025-04-22 00:06:31+00:00,"['Wholesale Gorilla', 'Exemptify', 'Shopify POS', 'Order Delivery Date']",4
7969657,"Dr Stacked Discounts on Cart - Dr Stacked Discounts on Cart, Multiple Stacked Discounts",https://apps.shopify.com/discount-on-cart-pro,"Accept Discount Codes on Cart, Stack Discounts, Multiple Automatic Discounts + Coupon Code Promotion",2025-04-22 00:06:38+00:00,"['Shopify Checkout', 'Shop Pay Checkout', 'Variant Option Product Options']",3
8529614,Bizrate Insights Reviews - Gather feedback. Gain powerful insight. Boost your business.,https://apps.shopify.com/bizrate-insights-voc-feedback,"With Bizrate Insights, you can launch voice-of-customer surveys that give you a 360-degree understanding of every shopper journey and each individu...",2025-04-22 00:06:46+00:00,['Shopify Checkout'],1
1340756,"SureBright Product Protection - Boost revenue, Sell Extended Warranty and Shipping Insurance",https://apps.shopify.com/surebright-extended-warranty,"Boost profits & customer trust. Sell extended warranty, product warranty, product protection, shipping insurance. AI-powered quick and easy Shopify integration.",2025-04-22 00:06:53+00:00,"['Apis', 'Brick And Mortar Tools', 'Email Tools', 'Shopify POS', 'Product Registration', 'Marketplaces', 'Draft Orders']",7
6764145,SellUp ‑ Upsell & Add ons - Create upsells & add-ons for your Shopify store with SellUp,https://apps.shopify.com/upseller-product-upsell,Want to know how to create upsells for your Shopify store? Simply install SellUp and setup offers in under 60 seconds.,2025-04-22 00:07:13+00:00,"['Shopify Checkout', 'Customer Accounts']",2
5788758,Hulk Custom Fields - The Hulk Metafields Custom Fields App,https://apps.shopify.com/metafields-manager-by-hulkapps,The Metafields Custom Field Master app gives detailed information about products to help visitors who aren't sure about buying change their minds.,2025-04-22 00:07:35+00:00,['Shopify Flow'],1
8119272,Irin AI Chatbot WhatsApp Tool - Irin AI WhatsaApp Bot for Shopify Stores,https://apps.shopify.com/irin,"AI chatbot, WhatsApp marketing, WhatsApp bot, Shopify order Update Notifications, Interactive WhatsApp Flows, Abandoned Checkout, Customer Support Bot",2025-04-22 00:07:48+00:00,"['Leadsquared', 'Zoho Crm', 'WhatsApp', 'Shopify Checkout', 'Facebook', 'Google']",6
8848558,ShareASale - Increase sales using ShareASale's affiliate marketing platform,https://apps.shopify.com/shareasale,"Connect with bloggers, influencers, price comparison sites and many other digital partners who can promote your products to their engaged audiences...",2025-04-22 00:07:56+00:00,['Shopify Checkout'],1
2123519,ITE Cargo Shipping Rates - ITE Cargo Shipping,https://apps.shopify.com/ite-cargo-shipping-rates,The ITE Cargo Shipping Rates app enhances the shopping experience by offering customers real-time shipping rates as they shop.,2025-04-22 00:08:11+00:00,['Ite Cargo Courier System'],1
7586321,Coduzion One Tap Social Login - One Click Social Login App - Sign up with Google...,https://apps.shopify.com/one-tap-social-login,"Using Social Login Shopify app by Coduzion, you can easily allow user to create account to Shopify store & increase conversion and reduce cart abandonment rate.",2025-04-22 00:08:17+00:00,"['Google One Tap Login', 'Linkedin', 'Amazon', 'Twitter', 'Facebook', 'Google']",6
4653238,Instant Giveaways ‑ Best Viral - Instant Giveaway - Contests and Sweepstakes for Shopify,https://apps.shopify.com/instant-giveaway-grow-your-store-by-giveaway-and-sweepstakes,"Maximize your online store's exposure with viral giveaways, contests, and sweepstakes using Instant Giveaway. Boost traffic, grow email list, and track visitors",2025-04-22 00:08:30+00:00,"['Mailchimp', 'Bemeapps', 'Pinterest', 'Facebook', 'Eggflow', 'Instant Traffic']",6
7264536,Drip: Email Marketing & Popups - Drip®,https://apps.shopify.com/drip,"Drip email marketing is made for Shopify stores looking to grow revenue with automated emails, newsletters, abandoned cart flows, popups, and more—in one app.",2025-04-22 00:08:43+00:00,"['Recart', 'Zapier', 'Facebook Advertising', 'Yotpo', 'Typeform', 'Stripe']",6
8601463,Storydots,https://apps.shopify.com/storydots,An innovative and funny way to surprise the gift's receiver. Collect invaluable data and boost new sales.,2025-04-22 00:08:57+00:00,"['Order Printer', 'Shipstation']",2
4304408,Reeleezee - Your webshop orders effortlessly in Reeleezee,https://apps.shopify.com/reeleezee,"This app connects your Shopify webshop to your Reeleezee administration. That’s why you don’t have to manually type out data, the orders are transf...",2025-04-22 00:09:15+00:00,"['Shopify', 'Reeleezee']",2
2289344,"Google Reviews by Appio - Display, sync Google Reviews and testimonial on your website",https://apps.shopify.com/google-reviews-by-appio,Effortlessly showcase and synchronize Google Reviews and testimonials from multiple locations on your website with variety of beautiful styles.,2025-04-22 00:09:20+00:00,"['Google Reviews', 'Google Map', 'Google Business Profile']",3
5737430,"Haufe X360 Cloud ERP Connector - Einfache Connection und Verwaltung des Cloud ERP ""Haufe 360""",https://apps.shopify.com/haufe-x360-cloud-erp-connector,"Native Integration in das Cloud ERP Haufe X360. Verwalten Sie Aufträge, Bestände und automatisieren Sie Prozesse, um diese zu skalieren.
Ein echtes ...",2025-04-22 00:09:37+00:00,"['Shipcloud', 'Elster', 'Dhl', 'Banksapi', 'Intrastat', 'Crossinx']",6
9851070,Super VIP Tiers & Loyalty - VIP tiers to reward your customers with points & gift...,https://apps.shopify.com/super-rewards-and-loyalty,"Super Assistant is the top gift card and store credit platform for eCommerce brands. Our advanced solutions include gift card sales, store credit m...",2025-04-22 00:10:18+00:00,"['Klaviyo', 'Judge.me', 'Smile', 'Seal Subscriptions', 'Shopify POS', 'Shopify Checkout', 'Yotpo', 'Loyaltylion']",8
6592984,AWIO Improved Contact Form - Effortlessly add a contact form so customers can contact you,https://apps.shopify.com/improved-contact-form,"Improved Contact Form adds a floating ""contact us"" button to the corner of each page of your store. Visitor and customers can click it to contact y...",2025-04-22 00:10:33+00:00,"['Mailchimp', 'Constant Contact']",2
4059443,Support Board ‑ Chat & Chatbot - Automate your customers' communication,https://apps.shopify.com/support-board,Automate your customers' communication with artificial intelligence-driven chatbots and a chat system designed for both human agents and AI. Innova...,2025-04-22 00:10:41+00:00,"['Email', 'Telegram', 'Vibe', 'Messenger', 'WhatsApp', 'Instagram']",6
2635100,365Dropship WorldWide shipping - Sell products worldwide in your store,https://apps.shopify.com/365dropship,"The App connects to over 50 suppliers products from EU, US and other world countries. Every merchant can find his products to resell and gain his p...",2025-04-22 00:28:09+00:00,"['Magento', 'Woocommerce', 'Us And Other World Countries', 'Wix']",4
2507821,"qikify Slide Cart, Sticky Cart - Qikify Slide Cart, Sticky Add to Cart Shopify Solutions",https://apps.shopify.com/sticky-cart-by-qikify,"Increase sales with Qikify Sticky Add To Cart, Cart Upsell, etc. Easy integration, targeted offers, higher conversion. Free plan & 7-day free trial available.",2025-04-22 00:28:26+00:00,"['Bogos By Secomapp', 'Qikify Upsell', 'Variants', 'Free Gift', 'Bogo', 'Tepo Product Options']",6
7234671,"Easy Chat Widget ECW - Chat Widget in your store with no coding, no liquid,...",https://apps.shopify.com/easy-chat-widget,"install your favorite Chat Widget on your store, with no additional code, in just one-click.

Easy Chat Widget ECW currently supports the following...",2025-04-22 00:28:36+00:00,"['Zendesk', 'HubSpot', 'Tawk.To']",3
1121168,TargetBay Product Reviews - Product and Picture Reviews App,https://apps.shopify.com/targetbay-reviews,Product and Picture reviews app to automatically collect the reviews for your online store. Collect and display product reviews on Google organic & shopping ads,2025-04-22 00:28:47+00:00,"['Smile.Io', 'Customer Accounts', 'Shopify Checkout', 'Facebook', 'Google Shopping Ads', 'Loyalty Lion']",6
9610690,"Chat On Desk - OTP Login, checkout OTP, Abandoned cart, order notifications",https://apps.shopify.com/chat-on-desk,"Notify your customers globally about Account creation, Order placed, Order fulfilled, Order cancelled, Order refund and many more.
* Send Bulk What...",2025-04-22 00:29:21+00:00,"['Shopify Checkout', 'Www.Chatondesk.Com', 'Shopify Flow']",3
2078971,"Pennies ‑ Digital Charity Box - Make giving easy, by giving your customer the option to...",https://apps.shopify.com/pennies-digital-charity-box,"Pennies makes it easy for businesses to give their customers the option to donate to charity. 

You can customise the integration to your cart and ...",2025-04-22 00:29:29+00:00,['Shopify Checkout'],1
9611608,Verisart - Verisart Shopify App,https://apps.shopify.com/verisart,"The all-in-one Shopify NFT solution for creators & brands. Mint & sell NFTs, give perks with tokengates and protect against fraud with blockchain certificates.",2025-04-22 00:29:51+00:00,['Shopify Checkout'],1
2628208,SectionAI ‑ AI Theme Section - SectionAI - Create Theme Sections with AI,https://apps.shopify.com/sectionai,"Craft custom Shopify sections with SectionAI using text or wireframes. Get stunning, responsive designs with ease!",2025-04-22 00:46:19+00:00,['Any Theme'],1
2245468,Unicorn SSO｜SNS、共通ID基幹システムとの認証 - Unicorn SSO｜Google、X、LINE、Youtube、Instagram、Fログインと、共通ID認証アプリ,https://apps.shopify.com/unicorn-sso,セキュアなSNSログイン（Google、X、LINE、Youtube、Instagram、Facebook）と、共通IDの基幹システム認証かんたんに実現できるアプリ｜Unicorn SSO,2025-04-22 00:46:35+00:00,"['Youtube', 'Facebook', 'Instagram', 'Google', 'Line']",5
9184213,WOTIO Account Invites Plus - Enable customers to activate their accounts with simple tools.,https://apps.shopify.com/automatic-account-invites,Running our own store made us realize we didn’t want to use multiple apps/vendors to operate efficiently. The WOTIO app provides multiple tools to ...,2025-04-22 00:46:45+00:00,['Shopify Flow'],1
4571591,WEBI ‑ LeadForm COD & Upsells - Order form shopify - LeadForm COD Order Form,https://apps.shopify.com/leadform-cod,"Streamline your Cash On Delivery orders with our LeadForm COD Form. Simple setup, faster checkouts, increase conversions. Order form Shopify at its best!",2025-04-22 00:46:54+00:00,"['Facebook Pixel', 'Google Sheets', 'Pagefly', 'Gempages', 'Tiktok Pixel']",5
1211951,Precision Retail - Customer surveys to improve loyalty & marketing effectiveness,https://apps.shopify.com/post-purchase-servey,"Engage customers with post-checkout surveys for discounts. Manage loyalty programs, view customer analytics on a dashboard, and export data to Meta...",2025-04-22 00:47:01+00:00,"['Shopify Checkout', 'Fb Pixel Integration']",2
4066485,ConstantContact Custom Popup - Design your ConstantContact subscription popup template,https://apps.shopify.com/constantcontact,"Amazing email subscriber apps which allows the site Admin to create Custom Popup, place YouTube/Vimeo embed videos, image or any sort of HTML/custo...",2025-04-22 01:03:31+00:00,['Constantcontact'],1
9965646,InstaSlides - Instagram feed of top Instagram posts customised to your store,https://apps.shopify.com/instagram-slider-feed,Urge your users to follow you on Instagram by displaying a feed on your homepage consisting of posts from your username. Showcase inspirational fee...,2025-04-22 01:03:39+00:00,['Instagram'],1
2230029,USO: Ultimate Special Offers - USO: Discounts & Promotions,https://apps.shopify.com/special-offers,"Run all your promotions in one app! Nine discount types to choose – BOGO, bundles, upsells & more.",2025-04-22 01:03:47+00:00,"['Shopify Checkout', 'Shopify POS']",2
4527103,"Joy Subscription & Bundle App - Boost sales with subscriptions, bundle & frequency discounts",https://apps.shopify.com/joy-subscription,"Joy automates subscriptions, creating subscribe and save widget, subscription bundles that increase customer retention. With full visibility, you c...",2025-04-22 01:04:08+00:00,"['Pagefly Landing Page Builder', 'Customer Accounts', 'Joy: Rewards & Loyalty Program', 'Shopify Checkout', 'Ecomposer Landing Page Builder']",5
6257989,Autoaddress Address Validation - Autoaddress - Address Validation for Shopify Plus,https://apps.shopify.com/autoaddress-checkout,Capture validated addresses at checkout. Autocomplete addresses to prevent failed and late deliveries and improve customer satisfaction.,2025-04-22 01:04:23+00:00,['Shopify Checkout'],1
1115507,Mailchimp Email SMS Marketing - Mailchimp for Shopify - Email and Marketing Automation,https://apps.shopify.com/mailchimp,"Sync customers, products, and order data to nurture customers with Mailchimp newsletters, social retargeting, automated abandoned cart or re-engagement emails.",2025-04-22 01:04:33+00:00,"['Smile.Io', 'Privy', 'Mixpanel', 'Quickbooks Online', 'Yotpo', 'Shopify Flow']",6
9624540,Google Enhanced Conversion - Enhanced Conversion Tracking for Google Ads,https://apps.shopify.com/magic-google-ads-tracking-1,Google Enhanced Conversion is the perfect way to make Google Ads conversion tracking easy and simple to implement. This powerful tool takes the gue...,2025-04-22 01:04:53+00:00,['Google Ads'],1
1717560,EasyOrder COD Form&Order form - Cash on delivery (COD) & Pre-order App,https://apps.shopify.com/easyorder,Replaces standard long checkout process with fully customizable single-step quick order form for cash on delivery (COD) & Pre-order.,2025-04-22 01:05:00+00:00,"['Osync: Export Orders To Sheet', 'Kava Sections', 'Preorder', 'Cash On Delivery']",4
4720126,"MapleMonk Analytics & Insights - Sales, Marketing, Customer and Operations Analytics",https://apps.shopify.com/maplemonk,"MapleMonk dashboards & insights help improve both top line & bottom line by integrating multiple data sources such as Shopify, Amazon, FB, Google A...",2025-04-22 01:05:08+00:00,"['Easyecom', 'Google Ads And Analytics', 'Unicommerce', 'Facebook Marketing', 'Google Sheets', 'Amazon And Amazon Ads']",6
7951678,Quaderno ‑ Taxes Automation - Automate sale tax compliance worldwide!,https://apps.shopify.com/quaderno,"You didn’t start your business to be an accountant. To learn about the tax laws in various countries, to piece together the right invoices, to keep...",2025-04-22 01:05:13+00:00,"['PayPal', 'Amazon', 'Braintree', 'Shopify Checkout', 'Gocardless', 'Woocommerce', 'Stripe']",7
4435058,Metricks - The solution to grow and scale your affiliate marketing,https://apps.shopify.com/metricks,"Explore the benefits of Metricks as a brand and as an affiliate with features tailored to suit your needs. Find new quality campaigns to promote, f...",2025-04-22 01:22:10+00:00,"['Woocommerce', 'Wix', 'Wordpress', 'Javascript', 'PayPal']",5
4630771,Win‑Win Returns - Win-Win Returns,https://apps.shopify.com/win-win-returns-prod,Stop returns before they happen with Cashback Offers. Give your customers a win while retaining revenue and keeping the relationship active. Automate returns.,2025-04-22 01:22:19+00:00,['Customer Accounts'],1
